rank,finalWorth (million dollars),category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,lastName,firstName,title,birthYear,birthMonth,birthDay
787,"$3,600.00",Finance & Investments,Leonid Boguslavsky,71,Italy,Florence,Venture capital,Finance & Investments,Canada,TRUE,D,M,Boguslavsky,Leonid,,1951,6,17
787,"$3,600.00",Finance & Investments,Jim Coulter,63,United States,San Francisco,Private equity,Finance & Investments,United States,TRUE,U,M,Coulter,Jim,,1959,12,1
787,"$3,600.00",Automotive,Nicolas D'Ieteren,47,Switzerland,Anzere,"Auto parts, distribution",Automotive,Belgium,FALSE,N,M,D'Ieteren,Nicolas ,,1975,4,13
787,"$3,600.00",Food & Beverage,Beatriz Davila de Santo Domingo,84,Bermuda,,Beer,Food & Beverage,Colombia,FALSE,U,F,Davila de Santo Domingo,Beatriz,,1939,3,7
787,"$3,600.00",Real Estate,Bob Gaglardi,82,Canada,Vancouver,Hotels,Real Estate,Canada,TRUE,U,M,Gaglardi,Bob,,1941,2,19
787,"$3,600.00",Finance & Investments,Jaime Gilinski Bacal,65,United Kingdom,London,Banking,Finance & Investments,Colombia,FALSE,D,M,Gilinski Bacal,Jaime,Investor,1957,12,14
787,"$3,600.00",Gambling & Casinos,Pansy Ho,60,Hong Kong,Hong Kong,Casinos,Gambling & Casinos,Hong Kong,FALSE,U,F,Ho,Pansy,,1962,8,26
787,"$3,600.00",Finance & Investments,Alan Howard,59,Switzerland,Geneva,Hedge funds,Finance & Investments,United Kingdom,TRUE,U,M,Howard,Alan,Founder,1963,9,1
787,"$3,600.00",Automotive,Huang Yi,61,China,Beijing,Car dealerships,Automotive,Hong Kong,TRUE,D,M,Huang,Yi,,1962,1,1
787,"$3,600.00",Finance & Investments,Peter Kellogg,80,United States,Short Hills,Investments,Finance & Investments,United States,FALSE,E,M,Kellogg,Peter,,1942,9,1
787,"$3,600.00",Finance & Investments,Vyacheslav Kim,53,Kazakhstan,Almaty,Fintech,Finance & Investments,Kazakhstan,TRUE,U,M,Kim,Vyacheslav,,1969,6,12
787,"$3,600.00",Finance & Investments,Josh Kushner,37,United States,New York City,Venture capital,Finance & Investments,United States,TRUE,U,M,Kushner,Josh,Managing Partner,1985,6,12
787,"$3,600.00",Real Estate,Samuel Tak Lee,83,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,FALSE,D,M,Lee,Samuel Tak,,1939,4,9
787,"$3,600.00",Real Estate,Edwin Leong,71,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,TRUE,D,M,Leong,Edwin,,1951,12,4
787,"$3,600.00",Finance & Investments,"Stephen Mandel, Jr.",67,United States,Greenwich,Hedge funds,Finance & Investments,United States,TRUE,D,M,Mandel,Stephen,Founder,1956,3,12
787,"$3,600.00",Diversified,Mohamed Mansour,75,United Kingdom,London,Diversified,Diversified,Egypt,TRUE,U,M,Mansour,Mohamed,,1948,1,23
787,"$3,600.00",Fashion & Retail,Masahiro Miki,67,Japan,Tokyo,Shoes,Fashion & Retail,Japan,TRUE,U,M,Miki,Masahiro,,1955,7,26
787,"$3,600.00",Technology,Masahiro Noda,84,Japan,Tokyo,Software,Technology,Japan,TRUE,U,M,Noda,Masahiro,,1938,8,24
787,"$3,600.00",Technology,Cliff Obrecht,37,Australia,Sydney,Software,Technology,Australia,TRUE,D,M,Obrecht,Cliff,,1985,12,28
787,"$3,600.00",Technology,Melanie Perkins,35,Australia,Sydney,Software,Technology,Australia,TRUE,D,F,Perkins,Melanie,Cofounder & CEO,1987,5,13
787,"$3,600.00",Finance & Investments,J.B. Pritzker,58,United States,Springfield,"Hotels, investments",Finance & Investments,United States,FALSE,E,M,Pritzker,J.B.,,1965,1,19
787,"$3,600.00",Fashion & Retail,Juan Roig,73,Spain,Valencia,Supermarkets,Fashion & Retail,Spain,FALSE,D,M,Roig,Juan,,1949,10,8
787,"$3,600.00",Real Estate,Jerry Speyer & family,82,United States,New York,Real estate,Real Estate,United States,TRUE,E,M,Speyer,Jerry,,1940,6,23
787,"$3,600.00",Fashion & Retail,Lawrence Stroll,63,Switzerland,Geneva,Fashion investments,Fashion & Retail,Canada,TRUE,U,M,Stroll,Lawrence,,1959,7,11
787,"$3,600.00",Logistics,Tung Chee Chen,80,Hong Kong,Hong Kong,Shipping,Logistics,Hong Kong,FALSE,E,M,Tung,Chee Chen,,1942,12,15
787,"$3,600.00",Food & Beverage,Wang Junlin,60,China,Chengdu,Liquor,Food & Beverage,China,TRUE,D,M,Wang,Junlin,,1962,9,1
787,"$3,600.00",Automotive,Xia Zuoquan,61,China,Shenzhen,"Automobiles, batteries",Automotive,China,TRUE,U,M,Xia,Zuoquan,,1962,1,1
787,"$3,600.00",Technology,Zeng Fangqin,57,China,Shenzhen,Smartphone components,Technology,China,TRUE,D,F,Zeng,Fangqin,,1965,12,25
787,"$3,600.00",Manufacturing,Zhang Jian,54,China,Tianjin,"Electric bikes, scooters",Manufacturing,China,TRUE,U,M,Zhang,Jian,,1969,1,1
818,"$3,500.00",Fashion & Retail,Rocco Basilico,33,United States,Los Angeles,Eyeglasses,Fashion & Retail,Italy,FALSE,N,M,Basilico,Rocco,,1989,7,11
818,"$3,500.00",Healthcare,Maurizio Billi,65,Brazil,Sao Paulo,Generic drugs,Healthcare,Brazil,FALSE,U,M,Billi,Maurizio,,1957,11,22
818,"$3,500.00",Finance & Investments,Fashu Chen,62,China,Fuzhou,Investments,Finance & Investments,China,TRUE,D,M,Chen,Fashu,,1960,10,26
818,"$3,500.00",Manufacturing,Giuseppe Crippa & family,87,Italy,Cernusco Lombardone,Microchip testing,Manufacturing,Italy,TRUE,U,M,Crippa,Giuseppe,,1935,5,5
818,"$3,500.00",Finance & Investments,Daniel D'Aniello,76,United States,Vienna,Private equity,Finance & Investments,United States,TRUE,D,M,D'Aniello,Daniel,,1946,9,14
818,"$3,500.00",Fashion & Retail,Claudio Del Vecchio,66,United States,Muttontown,Eyeglasses,Fashion & Retail,Italy,FALSE,N,M,Del Vecchio,Claudio,,1957,2,26
818,"$3,500.00",Fashion & Retail,Clemente Del Vecchio,18,Italy,Milan,Eyeglases,Fashion & Retail,Italy,FALSE,N,M,Del Vecchio,Clemente,,2004,5,6
818,"$3,500.00",Fashion & Retail,Leonardo Maria Del Vecchio,27,Italy,Milan,Eyeglasses,Fashion & Retail,Italy,FALSE,N,M,Del Vecchio,Leonardo Maria,,1995,5,6
818,"$3,500.00",Fashion & Retail,Luca Del Vecchio,21,Italy,Milan,Eyeglasses,Fashion & Retail,Italy,FALSE,N,M,Del Vecchio,Luca,,2001,8,31
818,"$3,500.00",Fashion & Retail,Marisa Del Vecchio,64,Italy,Rome,Eyeglasses,Fashion & Retail,Italy,FALSE,N,F,Del Vecchio,Marisa,,1958,7,10
818,"$3,500.00",Fashion & Retail,Paola Del Vecchio,61,Luxembourg,Luxembourg,Eyeglasses,Fashion & Retail,Italy,FALSE,N,F,Del Vecchio,Paola,,1961,5,14
818,"$3,500.00",Finance & Investments,Walter P.J. Droege,70,Germany,Dusseldorf,Investing,Finance & Investments,Germany,TRUE,D,M,Droege,Walter P.J.,,1952,11,25
818,"$3,500.00",Fashion & Retail,Fan Daidi,57,China,Xian,Skincare,Fashion & Retail,China,TRUE,N,F,Fan ,Daidi,,1966,1,1
818,"$3,500.00",Technology,Peter Gassner,58,United States,Pleasanton,Software,Technology,United States,TRUE,U,M,Gassner,Peter,,1965,2,26
818,"$3,500.00",Energy,Mikhail Gutseriev,65,Russia,Moscow,"Oil, coal, real estate",Energy,Russia,TRUE,U,M,Gutseriev,Mikhail,,1958,3,9
818,"$3,500.00",Manufacturing,Patrick Lee,81,Hong Kong,Hong Kong,Paper,Manufacturing,Hong Kong,TRUE,D,M,Lee,Patrick,,1942,1,1
818,"$3,500.00",Food & Beverage,Leng Youbin,54,China,Beijing,Infant formula,Food & Beverage,China,TRUE,D,M,Leng,Youbin,,1969,1,1
818,"$3,500.00",Finance & Investments,Daniel Loeb,61,United States,New York,Hedge funds,Finance & Investments,United States,TRUE,D,M,Loeb,Daniel,Investor,1961,12,18
818,"$3,500.00",Food & Beverage,Margarita Louis-Dreyfus & family,60,Switzerland,Davos,Commodities,Food & Beverage,Switzerland,FALSE,D,F,Louis-Dreyfus,Margarita,President,1962,6,1
818,"$3,500.00",Healthcare,Prasert Prasarttong-Osoth,90,Thailand,Bangkok,Hospitals,Healthcare,Thailand,TRUE,U,M,Prasarttong-Osoth,Prasert,,1933,3,26
818,"$3,500.00",Finance & Investments,Ira Rennert,88,United States,New York,Investments,Finance & Investments,United States,TRUE,D,M,Rennert,Ira,,1934,5,31
818,"$3,500.00",Fashion & Retail,Dirk Rossmann & family,76,Germany,Lower-Saxony,Drugstores,Fashion & Retail,Germany,TRUE,U,M,Rossmann,Dirk,,1946,9,7
818,"$3,500.00",Construction & Engineering,Arkady Rotenberg,71,Russia,Moscow,"Construction, pipes, banking",Construction & Engineering,Russia,TRUE,U,M,Rotenberg,Arkady,,1951,12,15
818,"$3,500.00",Fashion & Retail,Remo Ruffini,61,Italy,Como,Winter jackets,Fashion & Retail,Italy,TRUE,U,M,Ruffini,Remo,,1961,8,27
818,"$3,500.00",Healthcare,Karin Sartorius-Herbst,,Germany,Northeim,Biopharmaceuticals,Healthcare,Germany,FALSE,U,F,Sartorius-Herbst,Karin,,,,
818,"$3,500.00",Automotive,Vivek Chaand Sehgal,66,India,Delhi,Auto parts,Automotive,Australia,TRUE,U,M,Sehgal,Vivek Chaand,,1956,9,28
818,"$3,500.00",Finance & Investments,Scott Shleifer,45,United States,New York,Private equity,Finance & Investments,United States,TRUE,D,M,Shleifer,Scott,Investor,1977,6,14
818,"$3,500.00",Technology,Thomas Siebel,70,United States,Woodside,Business software,Technology,United States,TRUE,E,M,Siebel,Thomas,,1952,11,22
818,"$3,500.00",Manufacturing,Wim van der Leegte & family,75,Netherlands,Eindhoven,Manufacturing,Manufacturing,Netherlands,FALSE,U,M,van der Leegte,Wim,,1947,8,23
818,"$3,500.00",Diversified,Xiao Yongming & family,58,China,Beijing,Fertilizer,Diversified,China,TRUE,D,M,Xiao,Yongming,,1964,7,1
818,"$3,500.00",Technology,Michael Xie,54,United States,Los Altos Hills,Cybersecurity,Technology,United States,TRUE,U,M,Xie,Michael,,1969,2,20
818,"$3,500.00",Logistics,Yang Shaopeng,65,China,Qingdao,Shipping,Logistics,China,TRUE,D,M,Yang,Shaopeng,,1958,1,1
818,"$3,500.00",Fashion & Retail,Nicoletta Zampillo,65,Monaco,Monaco,Eyeglasses,Fashion & Retail,Italy,FALSE,N,F,Zampillo,Nicoletta,,1958,3,28
818,"$3,500.00",Manufacturing,Barry Zekelman,56,Canada,Windsor,Steel,Manufacturing,Canada,FALSE,U,M,Zekelman,Barry,,1967,1,3
852,"$3,400.00",Finance & Investments,William Ackman,56,United States,New York,Hedge funds,Finance & Investments,United States,TRUE,U,M,Ackman,William,"Founder, CEO",1966,5,11
852,"$3,400.00",Energy,Somphote Ahunai,55,Thailand,Bangkok,Renewable energy,Energy,Thailand,TRUE,D,M,Ahunai,Somphote,,1967,6,1
852,"$3,400.00",Metals & Mining,Igor Altushkin,52,Russia,Yekaterinburg,Metals,Metals & Mining,Russia,TRUE,U,M,Altushkin,Igor,,1970,9,10
852,"$3,400.00",Food & Beverage,Ramon Ang,69,Philippines,Manila,Diversified,Food & Beverage,Philippines,TRUE,U,M,Ang,Ramon,,1954,1,14
852,"$3,400.00",Food & Beverage,Acharya Balkrishna,50,India,Haridwar,Consumer goods,Food & Beverage,India,TRUE,U,M,Balkrishna,Acharya,,1972,7,25
852,"$3,400.00",Manufacturing,Markus Blocher,52,Switzerland,Wilen bei Wollerau,Chemicals,Manufacturing,Switzerland,FALSE,U,M,Blocher,Markus,,1971,1,1
852,"$3,400.00",Diversified,Richard Branson,72,British Virgin Islands,Necker Island,Virgin,Diversified,United Kingdom,TRUE,D,M,Branson,Richard,,1950,7,18
852,"$3,400.00",Finance & Investments,Cho Jung-ho,64,South Korea,Seoul,Finance,Finance & Investments,South Korea,FALSE,U,M,Cho,Jung-ho,,1958,10,5
852,"$3,400.00",Food & Beverage,Alessandra Garavoglia,63,Italy,Milan,Spirits,Food & Beverage,Italy,FALSE,U,F,Garavoglia,Alessandra,,1960,2,6
852,"$3,400.00",Fashion & Retail,Laurence Graff & family,84,Switzerland,Gstaad,Diamond jewelry,Fashion & Retail,United Kingdom,TRUE,E,M,Graff,Laurence,,1938,6,13
852,"$3,400.00",Media & Entertainment,"Amos Hostetter, Jr.",86,United States,Boston,Cable television,Media & Entertainment,United States,TRUE,D,M,Hostetter,Amos,Chair,1937,1,12
852,"$3,400.00",Sports,Robert Johnson,75,United States,Palm Beach,"Johnson & Johnson, sports",Sports,United States,FALSE,N,M,Johnson,Robert ,,1947,4,12
852,"$3,400.00",Finance & Investments,Steven Klinsky,66,United States,New York,Investments,Finance & Investments,United States,TRUE,E,M,Klinsky,Steven,Founder & CEO,1956,5,30
852,"$3,400.00",Fashion & Retail,William Lauder,62,United States,New York,Estee Lauder,Fashion & Retail,United States,FALSE,D,M,Lauder,William,,1960,4,11
852,"$3,400.00",Food & Beverage,John Middleton,68,United States,Bryn Mawr,Tobacco,Food & Beverage,United States,FALSE,E,M,Middleton,John,,1955,3,2
852,"$3,400.00",Fashion & Retail,Hiroshi Mikitani,58,Japan,Tokyo,Online retail,Fashion & Retail,Japan,TRUE,D,M,Mikitani,Hiroshi,,1965,3,11
852,"$3,400.00",Technology,Bob Parsons,72,United States,Scottsdale,Web hosting,Technology,United States,TRUE,E,M,Parsons,Bob,,1950,11,27
852,"$3,400.00",Finance & Investments,J. Joe Ricketts & family,81,United States,Little Jackson Hole,TD Ameritrade,Finance & Investments,United States,TRUE,D,M,Ricketts,J. Joe,,1941,7,16
852,"$3,400.00",Real Estate,Herb Simon,88,United States,Indianapolis,Real estate,Real Estate,United States,TRUE,D,M,Simon,Herb,"Chairman Emeritus of the Board of Simon Property Group, Inc.",1934,10,23
852,"$3,400.00",Healthcare,Leena Tewari,65,India,Mumbai,Pharmaceuticals,Healthcare,India,FALSE,D,F,Tewari,Leena,,1957,9,3
852,"$3,400.00",Media & Entertainment,Stefan von Holtzbrinck,59,Germany,Stuttgart,Publishing,Media & Entertainment,Germany,FALSE,U,M,von Holtzbrinck,Stefan,,1963,5,15
852,"$3,400.00",Food & Beverage,Hans Peter Wild,81,Switzerland,Zug,Flavorings,Food & Beverage,Switzerland,FALSE,D,M,Wild,Hans Peter,,1941,6,16
852,"$3,400.00",Healthcare,Wu Guanjiang & family,54,China,Chongqing,Pharmaceuticals,Healthcare,China,TRUE,D,M,Wu,Guanjiang,,1968,12,21
852,"$3,400.00",Technology,Yi Zheng,52,China,Hangzhou,Software,Technology,China,TRUE,U,M,Yi,Zheng,,1970,10,15
852,"$3,400.00",Technology,Eric Yuan & family,53,United States,Santa Clara,Zoom Video Communications,Technology,United States,TRUE,D,M,Yuan,Eric,Founder and CEO,1970,2,20
852,"$3,400.00",Media & Entertainment,Charles Zegar,75,United States,New York,Bloomberg LP,Media & Entertainment,United States,TRUE,U,M,Zegar,Charles,,1948,2,29
878,"$3,300.00",Construction & Engineering,Mohed Altrad,75,France,Montpellier,"Scaffolding, cement mixers",Construction & Engineering,France,TRUE,D,M,Altrad,Mohed,,1948,3,9
878,"$3,300.00",Finance & Investments,John Arnold,49,United States,Houston,Hedge funds,Finance & Investments,United States,TRUE,E,M,Arnold,John,Founder,1974,3,9
878,"$3,300.00",Manufacturing,Bill Austin,81,United States,Brownsville,Hearing aids,Manufacturing,United States,TRUE,U,M,Austin,Bill,,1942,2,25
878,"$3,300.00",Manufacturing,Chen Shibin,56,China,Lianyungang,Quartz products,Manufacturing,China,TRUE,U,M,Chen,Shibin,,1966,11,1
878,"$3,300.00",Food & Beverage,Bennett Dorrance,77,United States,Paradise Valley,Campbell Soup,Food & Beverage,United States,FALSE,U,M,Dorrance,Bennett,,1946,2,9
878,"$3,300.00",Food & Beverage,Walter Faria,68,Brazil,Rio de Janeiro,Beer,Food & Beverage,Brazil,TRUE,E,M,Faria,Walter,,1955,4,1
878,"$3,300.00",Automotive,Walter Frey,79,Switzerland,Küsnacht,Car dealerships,Automotive,Switzerland,FALSE,U,M,Frey,Walter,,1943,7,30
878,"$3,300.00",Technology,Fu Liquan & family,55,China,Hangzhou,Surveillance equipment,Technology,China,TRUE,D,M,Fu,Liquan,,1967,8,1
878,"$3,300.00",Real Estate,John Gandel,88,Australia,Melbourne,Shopping malls,Real Estate,Australia,FALSE,E,M,Gandel,John,,1934,8,13
878,"$3,300.00",Construction & Engineering,Peter Gilgan,72,Canada,Oakville,Homebuilding,Construction & Engineering,Canada,TRUE,U,M,Gilgan,Peter,"Founder, CEO and Chairman",1951,1,1
878,"$3,300.00",Diversified,Kwek Leng Beng,82,Singapore,Singapore,Diversified,Diversified,Singapore,FALSE,U,M,Kwek,Leng Beng,,1941,1,1
878,"$3,300.00",Finance & Investments,Pablo Legorreta,59,United States,Sag Harbor,Investments,Finance & Investments,United States,TRUE,D,M,Legorreta,Pablo,,1963,10,30
878,"$3,300.00",Media & Entertainment,Arnon Milchan,78,Israel,Tel Aviv,Movie making,Media & Entertainment,Israel,TRUE,D,M,Milchan,Arnon,,1944,12,6
878,"$3,300.00",Fashion & Retail,Akio Nitori,79,Japan,Hokkaido,Home furnishings,Fashion & Retail,Japan,TRUE,D,M,Nitori,Akio,,1944,3,5
878,"$3,300.00",Metals & Mining,Julio Ponce Lerou,77,Chile,Santiago,Fertilizer,Metals & Mining,Chile,TRUE,D,M,Ponce Lerou,Julio,,1945,11,13
878,"$3,300.00",Finance & Investments,Rodger Riney & family,77,United States,St. Louis,Discount brokerage,Finance & Investments,United States,TRUE,D,M,Riney,Rodger,Cofounder,1946,1,1
878,"$3,300.00",Diversified,Phil Ruffin,88,United States,Las Vegas,"Casinos, real estate",Diversified,United States,TRUE,U,M,Ruffin,Phil,,1935,3,17
878,"$3,300.00",Telecom,Naguib Sawiris,68,Egypt,Cairo,Telecom,Telecom,Egypt,FALSE,D,M,Sawiris,Naguib,,1954,6,15
878,"$3,300.00",Finance & Investments,Neil Shen,55,China,Hong Kong,Venture capital,Finance & Investments,Hong Kong,TRUE,D,M,Shen,Neil,Investor,1967,12,16
878,"$3,300.00",Technology,Gil Shwed,54,Israel,Tel Aviv,Software,Technology,Israel,TRUE,D,M,Shwed,Gil,,1968,6,12
878,"$3,300.00",Finance & Investments,Stephen Smith,71,Canada,Toronto,Finance and investments,Finance & Investments,Canada,TRUE,U,M,Smith,Stephen,,1951,6,2
878,"$3,300.00",Finance & Investments,Nik Storonsky,38,United Kingdom,London,Fintech,Finance & Investments,United Kingdom,TRUE,D,M,Storonsky,Nik,,1984,7,21
878,"$3,300.00",Finance & Investments,Jeffrey Talpins,48,United States,Larchmont,Hedge fund,Finance & Investments,United States,TRUE,U,M,Talpins,Jeffrey,Founder,1975,3,6
878,"$3,300.00",Finance & Investments,Carl Thoma,74,United States,Dallas,Investments,Finance & Investments,United States,TRUE,U,M,Thoma,Carl,Investor,1948,10,12
878,"$3,300.00",Manufacturing,Todd Wanek,59,United States,St. Petersburg,Furniture,Manufacturing,United States,FALSE,D,M,Wanek,Todd,,1964,3,16
878,"$3,300.00",Manufacturing,Xue Hua,53,China,Guangzhou,Agribusiness,Manufacturing,China,TRUE,D,M,Xue,Hua,,,,
878,"$3,300.00",Fashion & Retail,Takao Yasuda,73,Singapore,Singapore,Retail,Fashion & Retail,Japan,TRUE,U,M,Yasuda,Takao,,1949,5,7
905,"$3,200.00",Food & Beverage,Karen Virginia Beckmann Legoretta,53,,,Tequila,Food & Beverage,Mexico,FALSE,U,F,Beckmann Legoretta,Karen Virginia,,,,
905,"$3,200.00",Fashion & Retail,Giuliana Benetton,85,Italy,Treviso,"Fashion retail, investments",Fashion & Retail,Italy,TRUE,U,F,Benetton,Giuliana,,1937,7,8
905,"$3,200.00",Fashion & Retail,Luciano Benetton,87,Italy,Ponzano Veneto,"Fashion retail, investments",Fashion & Retail,Italy,TRUE,U,M,Benetton,Luciano,,1935,5,13
905,"$3,200.00",Manufacturing,Arun Bharat Ram,82,India,Delhi,Chemicals,Manufacturing,India,FALSE,D,M,Bharat Ram,Arun,,1940,11,15
905,"$3,200.00",Finance & Investments,Ron Burkle,70,United Kingdom,London,"Supermarkets, investments",Finance & Investments,United States,TRUE,U,M,Burkle,Ron,Investor,1952,11,12
905,"$3,200.00",Manufacturing,Chen Kaixuan,64,China,Guangzhou,Household chemicals,Manufacturing,China,TRUE,D,M,Chen,Kaixuan,,1958,5,1
905,"$3,200.00",Fashion & Retail,Brunello Cucinelli & family,69,Italy,Solomeo,Fashion,Fashion & Retail,Italy,TRUE,U,M,Cucinelli,Brunello,,1953,9,3
905,"$3,200.00",Manufacturing,Antonio Del Valle Ruiz & family,84,Mexico,Mexico City,Chemicals,Manufacturing,Mexico,TRUE,D,M,Del Valle Ruiz,Antonio,,1938,8,13
905,"$3,200.00",Healthcare,Gustavo Denegri & family,86,Italy,torino,Biotech,Healthcare,Italy,TRUE,Split Family Fortune,M,Denegri,Gustavo,,1937,3,17
905,"$3,200.00",Automotive,Dong Jinggui,53,China,Wuxi,Electric scooters,Automotive,China,TRUE,U,M,Dong,Jinggui,,,,
905,"$3,200.00",Media & Entertainment,Charles Ergen,70,United States,Denver,Satellite TV,Media & Entertainment,United States,TRUE,D,M,Ergen,Charles,Founder and Chairman,1953,3,1
905,"$3,200.00",Technology,David Filo,56,United States,Palo Alto,Yahoo,Technology,United States,TRUE,D,M,Filo,David,Chief Yahoo,1966,4,15
905,"$3,200.00",Logistics,Lindsay Fox,85,Australia,Melbourne,"Logistics, real estate",Logistics,Australia,TRUE,U,M,Fox,Lindsay,,1937,4,19
905,"$3,200.00",Fashion & Retail,Sergei Galitsky,55,Russia,Krasnodar,Retail,Fashion & Retail,Russia,TRUE,E,M,Galitsky,Sergei,,1967,8,14
905,"$3,200.00",Technology,Senapathy Gopalakrishnan,67,India,Bangalore,Software services,Technology,India,TRUE,D,M,Gopalakrishnan,Senapathy,,1955,4,5
905,"$3,200.00",Fashion & Retail,Luciano Hang,60,Brazil,Brusque,Department stores,Fashion & Retail,Brazil,TRUE,D,M,Hang,Luciano,,1962,10,11
905,"$3,200.00",Finance & Investments,Michael Hintze,69,United Kingdom,London,Investment,Finance & Investments,Australia,TRUE,E,M,Hintze,Michael,Founder,1953,7,27
905,"$3,200.00",Healthcare,Hu Baifan,60,China,Shaoxing,Pharmaceuticals,Healthcare,China,TRUE,D,M,Hu,Baifan,,1962,10,1
905,"$3,200.00",Finance & Investments,Hamilton James & family,71,United States,New York,Investments,Finance & Investments,United States,TRUE,U,M,James,Hamilton,,1951,8,3
905,"$3,200.00",Technology,Lee Boo-jin,52,South Korea,Seoul,Samsung,Technology,South Korea,FALSE,D,F,Lee,Boo-jin,,1970,10,6
905,"$3,200.00",Manufacturing,Li Liangbin,55,China,Xinyu,Lithium,Manufacturing,China,TRUE,D,M,Li,Liangbin,,1967,9,1
905,"$3,200.00",Manufacturing,Liang Feng,54,China,Shanghai,Manufacturing,Manufacturing,China,TRUE,D,M,Liang,Feng,,1968,11,22
905,"$3,200.00",Healthcare,Samir Mehta,59,India,Ahmedabad,"Pharmaceuticals, power",Healthcare,India,FALSE,U,M,Mehta,Samir,,1963,9,18
905,"$3,200.00",Healthcare,Sudhir Mehta,68,India,Ahmedabad,"Pharmaceuticals, power",Healthcare,India,FALSE,U,M,Mehta,Sudhir,,1954,4,10
